loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,residential_assets_value_clean,income_bin,loan_bin
276,1,not graduate,no,7000000,23000000,10,886,14000000,3700000,26700000,3600000,approved,14000000,high,high
277,4,not graduate,no,1700000,4000000,6,829,0,1600000,5200000,1700000,approved,0,low,low
278,0,not graduate,no,1500000,4900000,12,651,1600000,2800000,4600000,800000,approved,1600000,low,low
279,4,not graduate,no,2000000,4700000,18,733,3700000,3700000,7000000,2800000,approved,3700000,low,low
280,5,graduate,yes,3900000,15500000,12,433,9500000,5400000,7900000,4600000,rejected,9500000,mid,mid
281,1,graduate,yes,900000,3600000,14,713,1300000,1000000,1800000,1200000,approved,1300000,low,low
282,1,graduate,no,6900000,22500000,18,403,800000,8400000,16900000,6300000,rejected,800000,high,high
283,0,graduate,yes,2800000,7800000,10,405,7800000,2500000,7100000,3400000,rejected,7800000,low,low
284,3,graduate,yes,6800000,19900000,10,516,16000000,6000000,26000000,8500000,rejected,16000000,mid,high
285,4,not graduate,yes,600000,1800000,8,417,1700000,700000,1800000,800000,rejected,1700000,low,low
286,1,not graduate,no,4700000,14000000,6,468,11300000,1800000,10600000,4600000,rejected,11300000,mid,mid
287,5,graduate,yes,3000000,11800000,10,672,8700000,3600000,9800000,4100000,approved,8700000,low,mid
288,5,not graduate,no,4000000,13900000,6,530,6000000,5600000,12500000,6000000,rejected,6000000,mid,mid
289,1,not graduate,yes,3100000,11300000,14,824,3700000,6000000,11000000,4400000,approved,3700000,low,mid
290,1,not graduate,yes,7700000,25500000,12,549,18100000,10600000,20500000,7000000,rejected,18100000,high,high
291,5,not graduate,yes,4300000,9300000,10,450,2100000,6700000,10000000,4100000,rejected,2100000,mid,low
292,1,graduate,yes,5800000,19500000,20,431,13800000,5000000,15600000,3300000,rejected,13800000,mid,high
293,3,graduate,yes,3600000,10700000,16,312,2300000,1600000,13100000,5200000,rejected,2300000,low,mid
294,0,not graduate,yes,2900000,7600000,8,320,8000000,5600000,9600000,3100000,rejected,8000000,low,low
295,0,graduate,no,8800000,20200000,4,433,16000000,4200000,30500000,12400000,rejected,16000000,high,high
296,1,not graduate,yes,300000,1000000,10,431,400000,500000,900000,100000,rejected,400000,low,low
297,5,not graduate,yes,8600000,28900000,8,516,9900000,1800000,30200000,6800000,rejected,9900000,high,high
298,2,not graduate,yes,3500000,12000000,14,476,1100000,6800000,12400000,2900000,rejected,1100000,low,mid
299,5,graduate,no,800000,2600000,6,560,100000,200000,3000000,1000000,approved,100000,low,low
300,2,graduate,no,8000000,27100000,12,674,14400000,400000,25300000,6400000,approved,14400000,high,high
301,0,not graduate,yes,9900000,38200000,6,573,17200000,10000000,20100000,5900000,approved,17200000,high,high
302,2,not graduate,no,3300000,6600000,6,331,6300000,2000000,8900000,2700000,rejected,6300000,low,low
303,4,graduate,yes,2000000,6700000,12,633,100000,800000,4800000,2000000,approved,100000,low,low
304,3,not graduate,no,4900000,12900000,18,877,1800000,7000000,17900000,3300000,approved,1800000,mid,mid
305,5,not graduate,yes,9200000,23600000,12,656,1400000,11200000,36400000,4900000,approved,1400000,high,high
306,0,not graduate,no,7500000,18200000,6,782,7400000,12000000,19800000,4100000,approved,7400000,high,mid
307,5,not graduate,no,9000000,29300000,4,531,10400000,9500000,35500000,5800000,approved,10400000,high,high
308,3,not graduate,no,1400000,4100000,8,455,3000000,1400000,2900000,2100000,rejected,3000000,low,low
309,3,graduate,no,9600000,19900000,14,452,4200000,16200000,28500000,6600000,rejected,4200000,high,high
310,2,graduate,no,8400000,33200000,14,474,19600000,15000000,25400000,11500000,rejected,19600000,high,high
311,3,not graduate,no,6400000,24400000,4,483,7800000,2400000,19100000,4500000,approved,7800000,mid,high
312,4,graduate,no,5900000,16800000,8,481,6900000,11400000,19500000,3300000,rejected,6900000,mid,mid
313,2,graduate,yes,2200000,5100000,20,859,3800000,1200000,6400000,3100000,approved,3800000,low,low
314,4,graduate,yes,5600000,14100000,14,696,9000000,9200000,16500000,6800000,approved,9000000,mid,mid
315,4,not graduate,no,9800000,28700000,6,778,16600000,7400000,29700000,11100000,approved,16600000,high,high
316,4,graduate,no,4400000,14600000,4,499,1300000,6500000,16100000,5700000,approved,1300000,mid,mid
317,2,not graduate,yes,2400000,4900000,4,888,6400000,4300000,5100000,3400000,approved,6400000,low,low
318,1,graduate,no,4400000,10800000,12,674,9600000,2700000,17200000,5300000,approved,9600000,mid,mid
319,4,graduate,no,3700000,13200000,4,802,9800000,2400000,12500000,4300000,approved,9800000,mid,mid
320,4,not graduate,yes,2300000,7800000,8,540,1500000,3400000,4700000,2800000,rejected,1500000,low,low
321,4,graduate,yes,5900000,19600000,8,726,17400000,6800000,20100000,8000000,approved,17400000,mid,high
322,4,not graduate,yes,6400000,23500000,2,485,7300000,2700000,23600000,3900000,approved,7300000,mid,high
323,4,graduate,yes,4900000,17100000,6,612,1300000,7000000,19500000,5000000,approved,1300000,mid,mid
324,3,not graduate,yes,9500000,24200000,8,879,3100000,17200000,26400000,12700000,approved,3100000,high,high
325,2,not graduate,no,5700000,16400000,12,708,3700000,800000,15000000,4400000,approved,3700000,mid,mid
326,2,not graduate,yes,2700000,5700000,8,850,3500000,5000000,10500000,3900000,approved,3500000,low,low
327,2,not graduate,yes,3900000,11300000,12,516,3100000,0,10400000,4600000,rejected,3100000,mid,mid
328,0,not graduate,no,7800000,28800000,12,465,4700000,7500000,28800000,7400000,rejected,4700000,high,high
329,0,graduate,no,1100000,3200000,20,716,1800000,1400000,3600000,1500000,approved,1800000,low,low
330,4,not graduate,no,200000,600000,10,404,0,100000,400000,0,rejected,0,low,low
331,0,not graduate,yes,4700000,10600000,20,512,8400000,4000000,12300000,7000000,rejected,8400000,mid,mid
332,3,not graduate,yes,8200000,20600000,10,441,16100000,11400000,29100000,6100000,rejected,16100000,high,high
333,2,not graduate,yes,4600000,18400000,2,555,7700000,2400000,14200000,4200000,approved,7700000,mid,mid
334,5,not graduate,no,1800000,7000000,18,466,2600000,2100000,6000000,1900000,rejected,2600000,low,low
335,3,graduate,yes,3200000,8600000,2,427,3900000,1800000,7100000,4700000,rejected,3900000,low,low
336,4,not graduate,yes,5500000,20000000,14,593,15100000,2700000,19900000,4900000,approved,15100000,mid,high
337,3,graduate,no,7900000,18300000,10,731,4200000,3400000,22200000,8400000,approved,4200000,high,mid
338,1,graduate,yes,4000000,10100000,16,451,7000000,3900000,14300000,3900000,rejected,7000000,mid,mid
339,3,not graduate,yes,6800000,16900000,18,628,3600000,900000,15600000,4900000,approved,3600000,mid,mid
340,1,not graduate,no,2700000,9400000,18,704,5300000,2300000,6400000,2400000,approved,5300000,low,low
341,2,not graduate,no,6800000,23500000,12,341,19300000,11800000,14300000,8500000,rejected,19300000,mid,high
342,5,graduate,no,8600000,21000000,8,465,11700000,14900000,19500000,9900000,rejected,11700000,high,high
343,4,graduate,no,8000000,30100000,4,431,11900000,13800000,18800000,11500000,approved,11900000,high,high
344,1,graduate,yes,3700000,12600000,10,424,5400000,1100000,14200000,4400000,rejected,5400000,mid,mid
345,0,graduate,no,2600000,5100000,14,678,500000,1200000,6000000,3100000,approved,500000,low,low
346,4,graduate,no,4200000,16800000,6,381,9600000,3800000,14800000,5900000,rejected,9600000,mid,mid
347,5,graduate,yes,8000000,28000000,10,449,18500000,1500000,17400000,3900000,rejected,18500000,high,high
348,1,not graduate,no,7100000,23500000,12,768,6400000,12100000,22400000,7300000,approved,6400000,high,high
349,0,not graduate,no,2000000,7000000,6,666,0,1200000,4300000,1400000,rejected,0,low,low
350,4,not graduate,yes,5800000,13300000,14,742,16100000,9300000,16300000,7000000,approved,16100000,mid,mid
351,3,not graduate,yes,6700000,15800000,4,445,10500000,7600000,14100000,9100000,rejected,10500000,mid,mid
352,2,graduate,no,7300000,28700000,14,634,5900000,3800000,21200000,10800000,approved,5900000,high,high
353,4,not graduate,no,3300000,9700000,14,782,2500000,0,10400000,2200000,approved,2500000,low,mid
354,0,graduate,no,3000000,7000000,10,781,7200000,600000,11700000,2700000,approved,7200000,low,low
355,4,not graduate,no,7900000,17200000,14,318,14200000,9500000,23200000,9000000,rejected,14200000,high,mid
356,5,not graduate,no,7600000,24100000,18,721,21900000,11500000,22900000,7200000,approved,21900000,high,high
357,5,not graduate,no,3700000,9800000,4,563,9500000,5100000,11200000,3000000,approved,9500000,mid,mid
358,2,not graduate,no,8400000,26300000,4,419,22900000,7900000,29200000,6200000,approved,22900000,high,high
359,0,graduate,yes,8200000,20800000,14,372,3800000,100000,26100000,5200000,rejected,3800000,high,high
360,0,not graduate,no,2900000,9500000,18,885,4300000,2300000,6500000,3500000,approved,4300000,low,low
361,1,not graduate,yes,9900000,38400000,12,596,10000000,9300000,36500000,6800000,approved,10000000,high,high
362,0,graduate,no,4400000,14100000,2,349,3300000,1300000,8800000,6200000,approved,3300000,mid,mid
363,1,not graduate,yes,9000000,32200000,16,468,4500000,16400000,28600000,10900000,rejected,4500000,high,high
364,3,not graduate,yes,6800000,26900000,16,818,14700000,10400000,26300000,7300000,approved,14700000,mid,high
365,2,not graduate,no,8700000,28000000,12,543,16900000,6000000,22900000,6700000,rejected,16900000,high,high
366,3,graduate,no,9400000,21900000,16,685,8100000,5600000,34500000,5000000,approved,8100000,high,high
367,3,not graduate,yes,6000000,12500000,18,851,14600000,5000000,16800000,5000000,approved,14600000,mid,mid
368,1,not graduate,yes,9400000,29800000,10,377,24100000,18500000,30900000,11700000,rejected,24100000,high,high
369,0,not graduate,yes,1000000,4000000,10,620,2400000,1300000,3700000,1100000,approved,2400000,low,low
370,3,graduate,yes,900000,2300000,20,611,600000,1500000,1900000,500000,approved,600000,low,low
371,4,not graduate,no,2100000,7700000,4,767,1200000,1700000,6900000,1300000,approved,1200000,low,low
372,5,graduate,yes,1100000,3200000,20,592,3200000,700000,3500000,500000,approved,3200000,low,low
373,0,graduate,yes,600000,2300000,4,319,1600000,800000,2300000,700000,approved,1600000,low,low
374,4,not graduate,yes,9200000,25500000,10,900,9400000,10500000,27400000,12800000,approved,9400000,high,high
375,2,not graduate,yes,3600000,12800000,18,814,8600000,4100000,10300000,4100000,approved,8600000,low,mid
376,5,not graduate,yes,1300000,5000000,10,755,2100000,2200000,4800000,1900000,approved,2100000,low,low
377,5,graduate,yes,7700000,16800000,20,584,8600000,4800000,23400000,8000000,approved,8600000,high,mid
378,4,graduate,yes,9500000,23500000,14,380,22900000,6700000,25100000,7300000,rejected,22900000,high,high
379,2,not graduate,yes,5000000,17600000,20,465,6200000,5200000,16500000,5200000,rejected,6200000,mid,mid
380,0,not graduate,no,500000,1800000,2,531,1300000,500000,1900000,700000,approved,1300000,low,low
381,1,graduate,yes,8300000,32100000,16,814,18500000,2700000,28900000,7500000,approved,18500000,high,high
382,0,graduate,no,5300000,17900000,6,678,4700000,3900000,14400000,3600000,approved,4700000,mid,mid
383,2,not graduate,yes,9300000,29000000,12,655,7900000,6800000,29900000,4900000,approved,7900000,high,high
384,3,not graduate,no,2300000,7400000,2,682,6500000,2400000,7600000,2100000,approved,6500000,low,low
385,1,not graduate,no,400000,1300000,6,695,200000,500000,800000,100000,approved,200000,low,low
386,3,not graduate,no,3200000,10800000,4,833,2600000,1000000,8700000,2600000,approved,2600000,low,mid
387,5,not graduate,yes,9400000,35300000,16,302,4100000,12500000,37000000,12900000,rejected,4100000,high,high
388,1,graduate,no,2300000,6600000,2,357,5900000,200000,6000000,2200000,rejected,5900000,low,low
389,5,not graduate,no,4300000,14500000,12,302,12500000,4300000,12500000,5100000,rejected,12500000,mid,mid
390,0,graduate,yes,6200000,22400000,18,873,15700000,6600000,15800000,8200000,approved,15700000,mid,high
391,0,not graduate,yes,7200000,19800000,12,658,12700000,8100000,25000000,7300000,approved,12700000,high,high
392,5,graduate,yes,2400000,8700000,18,877,2800000,2900000,7100000,1100000,approved,2800000,low,low
393,3,not graduate,no,2900000,6300000,8,648,3400000,3400000,7600000,1400000,approved,3400000,low,low
394,1,graduate,no,1400000,5200000,12,730,2900000,0,3700000,700000,approved,2900000,low,low
395,4,not graduate,yes,2200000,8200000,14,737,5800000,2800000,8200000,1400000,approved,5800000,low,low
396,2,graduate,yes,800000,3200000,10,584,0,200000,2100000,700000,rejected,0,low,low
397,0,graduate,no,600000,1700000,2,621,400000,400000,2000000,200000,approved,400000,low,low
398,4,graduate,yes,700000,2700000,16,583,1100000,1200000,1400000,300000,approved,1100000,low,low
399,2,not graduate,no,8400000,25900000,16,621,8600000,13400000,33500000,4200000,approved,8600000,high,high
400,2,not graduate,no,7100000,21500000,16,610,5800000,12100000,14200000,9300000,approved,5800000,high,high
401,4,graduate,no,5400000,15700000,18,452,13700000,2600000,16500000,6600000,rejected,13700000,mid,mid
402,5,graduate,no,3700000,7300000,18,339,9300000,100000,13900000,5300000,rejected,9300000,mid,low
403,3,graduate,yes,5200000,15200000,16,650,1300000,5700000,13500000,4100000,approved,1300000,mid,mid
404,4,not graduate,yes,200000,700000,10,672,200000,200000,300000,300000,approved,200000,low,low
405,3,graduate,no,500000,1000000,20,501,800000,800000,900000,200000,rejected,800000,low,low
406,2,not graduate,yes,1800000,5700000,4,809,1200000,1900000,6300000,2400000,approved,1200000,low,low
407,5,graduate,yes,9200000,29400000,8,318,18000000,5900000,33800000,5400000,rejected,18000000,high,high
408,4,not graduate,no,900000,3300000,10,649,0,400000,1800000,1200000,approved,0,low,low
409,3,not graduate,no,7500000,28300000,12,367,9200000,11300000,22700000,7000000,rejected,9200000,high,high
410,5,not graduate,no,3000000,11800000,6,847,8200000,2200000,7100000,2300000,approved,8200000,low,mid
411,5,graduate,no,7100000,18900000,12,360,10700000,1100000,19800000,8500000,rejected,10700000,high,mid
412,1,graduate,yes,3500000,7200000,2,865,4100000,3200000,11900000,4200000,approved,4100000,low,low
413,4,not graduate,no,4900000,18800000,16,880,4200000,4700000,13200000,2600000,approved,4200000,mid,mid
414,1,graduate,no,4100000,8400000,20,608,1400000,8000000,10000000,4400000,approved,1400000,mid,low
415,0,graduate,yes,800000,2100000,6,760,300000,100000,1600000,600000,approved,300000,low,low
416,3,graduate,yes,1700000,4600000,12,385,1500000,1300000,5200000,1700000,rejected,1500000,low,low
417,0,graduate,yes,6100000,23300000,12,478,3800000,2300000,17700000,4900000,rejected,3800000,mid,high
418,1,graduate,yes,2100000,7700000,16,327,5000000,500000,4700000,2300000,rejected,5000000,low,low
419,0,graduate,no,3100000,9300000,6,663,1300000,1400000,8100000,3800000,approved,1300000,low,low
420,2,not graduate,yes,1700000,3500000,20,693,2200000,1400000,4800000,1700000,approved,2200000,low,low
421,3,graduate,no,1700000,5400000,6,710,4800000,700000,5800000,1700000,approved,4800000,low,low
422,4,not graduate,yes,4000000,14500000,6,711,2400000,5700000,10900000,4100000,approved,2400000,mid,mid
423,5,graduate,no,5600000,18400000,8,386,11300000,6700000,11300000,5600000,rejected,11300000,mid,mid
424,4,graduate,yes,3900000,11900000,10,855,10200000,4000000,10200000,2800000,approved,10200000,mid,mid
425,4,graduate,yes,6100000,15300000,14,573,1100000,9900000,13300000,8400000,approved,1100000,mid,mid
426,0,graduate,yes,1100000,2800000,18,431,500000,300000,4300000,1400000,rejected,500000,low,low
427,2,graduate,no,5500000,14800000,8,364,13000000,4500000,12600000,4500000,rejected,13000000,mid,mid
428,4,graduate,yes,1100000,3600000,14,711,2500000,500000,3600000,600000,approved,2500000,low,low
429,4,not graduate,yes,400000,900000,20,771,1000000,500000,1600000,500000,approved,1000000,low,low
430,3,graduate,no,9200000,36400000,18,669,3100000,12700000,30900000,12300000,approved,3100000,high,high
431,4,not graduate,yes,9300000,27500000,18,338,21500000,500000,34900000,6600000,rejected,21500000,high,high
432,1,graduate,no,1100000,3500000,8,562,2300000,1200000,3200000,500000,approved,2300000,low,low
433,3,not graduate,no,5600000,18700000,2,769,8000000,8200000,17300000,4800000,approved,8000000,mid,mid
434,0,graduate,yes,6300000,21500000,8,629,600000,3400000,22000000,5200000,approved,600000,mid,high
435,3,graduate,no,8800000,18100000,6,699,6400000,2100000,18500000,9400000,approved,6400000,high,mid
436,0,not graduate,no,8400000,20800000,20,590,5100000,8900000,32100000,10800000,approved,5100000,high,high
437,3,graduate,yes,1600000,5700000,4,707,3300000,2700000,6200000,2300000,approved,3300000,low,low
438,3,not graduate,yes,4500000,11400000,8,391,8500000,6800000,9900000,4500000,rejected,8500000,mid,mid
439,5,not graduate,no,6500000,18500000,4,891,13600000,3300000,23600000,7100000,approved,13600000,mid,mid
440,3,graduate,yes,9500000,20600000,2,731,13400000,3800000,20700000,9200000,approved,13400000,high,high
